quote,author
"“When you are aware that you are thinking, that awareness is not part of thinking. It is a different dimension of consciousness. And it is that awareness that says “I am.” If there were nothing but thought in you, you wouldn’t even know you are thinking. You would be like a dreamer who doesn’t know he is dreaming. You would be as identified with every thought as the dreamer is with every image in the dream. Many people still live like that, like sleepwalkers, trapped in old dysfunctional mind-sets that continuously re-create the same nightmarish reality. When you know you are dreaming, you are awake within the dream.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“They are looking outside for scraps of pleasure or fulfillment, for validation, security, or love, while they have a treasure within that not only includes all those things but is infinitely greater than anything the world can offer.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“It may then seem that you had something very precious and lost it, or your mind may convince you that it was all an illusion anyway. The truth is that it wasn’t an illusion, and you cannot lose it. It is part of your natural state, which can be obscured but can never be destroyed by the mind. Even when the sky is heavily overcast, the sun hasn’t disappeared. It’s still there on the other side of the clouds.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“I was so stunned by this strange realization that my mind stopped. I was fully conscious, but there were no more thoughts. Then I felt drawn into what seemed like a vortex of energy. It was a slow movement at first and then accelerated. I was gripped by an intense fear, and my body started to shake. I heard the words “resist nothing,” as if spoken inside my chest. I could feel myself being sucked into a void. It felt as if the void was inside myself rather than outside. Suddenly, there was no more fear, and I let myself fall into that void. I have no recollection of what happened after that.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“I didn’t realize yet that thinking without awareness is the main dilemma of human existence.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Whenever you notice that voice, you will also realize that you are not the voice, but the one who is aware of it.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“What you think of as the past is a memory trace, stored in the mind, of a former Now. When you remember the past, you reactivate a memory trace — and you do so now. The future is an imagined Now, a projection of the mind. When the future comes, it comes as the Now. When you think about the future, you do it now. Past and future obviously have no reality of their own. Just as the moon has no light of its own, but can only reflect the light of the sun, so are past and future only pale reflections of the light, power, and reality of the eternal present. Their reality is “borrowed” from the Now.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“If you continue to pursue the goal of salvation through a relationship, you will be disillusioned again and again. But if you accept that the relationship is here to make you conscious instead of happy, then the relationship will offer you salvation, and you will be aligning yourself with the higher consciousness that wants to be born into this world.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“To be identified with your mind is to be trapped in time: the compulsion to live almost exclusively through memory and anticipation. This creates an endless preoccupation with past and future and an unwillingness to honour and acknowledge the present moment and allow it to be. The compulsion arises because the past gives you an identity and the future holds the promise of salvation, of fulfilment in whatever form. Both are illusions,”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“If you think you are so enlightened,” Ram Dass said, “go and spend a week with your parents.” That is good advice. The relationship with your parents is not only the primordial relationship that sets the tone for all subsequent relationships, it is also a good test for your degree of Presence. The more shared past there is in a relationship, the more present you need to be; otherwise, you will be forced to relive the past again and again.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“Somebody becomes an enemy if you personalize the unconsciousness that is the ego. Non-reaction is not weakness but strength. Another word for non-reaction is forgiveness. To forgive is to overlook, or rather to look through. You look through the ego to the sanity that is in every human being as his or her essence.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Get out of your head and into the moment.”,"Eckhart Tolle,
  
    
      Stillness Speaks"
"“Recognize the ego for what it is: a collective dysfunction, the insanity of the human mind. When you recognize it for what it is, you no longer misperceive it as somebody’s identity. Once you see the ego for what it is, it becomes much easier to remain nonreactive toward it. You don’t take it personally anymore. There is no complaining, blaming, accusing, or making wrong. Nobody is wrong. It is the ego in someone, that’s all. Compassion arises when you recognize that all are suffering from the same sickness of the mind, some more acutely than others. You do not fuel the drama anymore that is part of all egoic relationships. What is its fuel? Reactivity. The ego thrives on it.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“When I occasionally quote the words of Jesus or the Buddha, from A Course in Miracles or from other teachings, I do so not in order to compare, but to draw your attention to the fact that in essence there is and always has been only one spiritual teaching, although it comes in many forms. Some of these forms, such as the ancient religions, have become so overlaid with extraneous matter that their spiritual essence has become almost completely obscured by it. To a large extent, therefore, their deeper meaning is no longer recognized and their transformative power lost. When I quote from the ancient religions or other teachings, it is to reveal their deeper meaning and thereby restore their transformative power — particularly for those readers who are followers of these religions or teachings. I say to them: there is no need to go elsewhere for the truth. Let me show you how to go more deeply into what you already have.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“nothing real can be threatened.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“in it. It means consciousness is lost in its own dream. You get taken in by every thought, every emotion,”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“If you don't mind being unhappy, what happens to the unhappiness?”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“When you are not in your body, however, an emotion can survive inside you for days or weeks, or join with other emotions of a similar frequency that have merged and become the pain-body, a parasite that can live inside you for years, feed on your energy, lead to physical illness, and make your life miserable”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“When your partner behaves unconsciously, relinquish all judgment. Judgment is either to confuse someone’s unconscious behavior with who they are or to project your own unconsciousness onto another person and mistake that for who they are. To relinquish judgment does not mean that you do not recognize dysfunction and unconsciousness when you see it. It means “being the knowing” rather than “being the reaction” and the judge. You will then either be totally free of reaction or you may react and still be the knowing, the space in which the reaction is watched and allowed to be. Instead of fighting the darkness, you bring in the light. Instead of reacting to delusion, you see the delusion yet at the same time look through it. Being the knowing creates a clear space of loving presence that allows all things and all people to be as they are. No greater catalyst for transformation exists. If you practice this, your partner cannot stay with you and remain unconscious.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Should a situation arise that you need to deal with now, your action will be clear and incisive if it arises out of present-moment awareness. It is also more likely to be effective. It will not be a reaction coming from the past conditioning of your mind but an intuitive response to the situation. In other instances, when the time-bound mind would have reacted, you will find it more effective to do nothing — just stay centered in the Now.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Struggle or stress is a sign that the ego has returned, as are negative reactions when we encounter obstacles”",Eckhart Tolle
"“Are you polluting the world or cleaning up the mess? You are responsible for your inner space; nobody else is, just as you are responsible for the planet.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The ego's greatest enemy is the present moment, which is to say, life itself”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Waiting is a state of mind. Basically, it means that you want the future; you don’t want the present. You don’t want what you’ve got, and you want what you haven’t got. With every kind of waiting, you unconsciously create inner conflict between your here and now, where you don’t want to be, and the projected future, where you want to be. This greatly reduces the quality of your life by making you lose the present.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Do not confuse surrender with an attitude of ""I can't be bothered anymore"" or ""I just don't care anymore."" If you look at it closely, you will find that such an attitude is tainted with negativity in the form of hidden resentment and so is not surrender at all but masked resistance. As you surrender, direct your attention inward to check if there is any trace of resistance left inside you. Be very alert when you do so; otherwise, a pocket of resistance may continue to hide in some dark corner in the form of a thought or an unacknowledged emotion.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Having gone beyond the mind-made opposites, you become like a deep lake. The outer situation of your life and whatever happens there is the surface of the lake. Sometimes calm, sometimes windy and rough, according to the cycles and seasons. Deep down, however, the lake is always undisturbed. You are the whole lake, not just the surface, and you are in touch with your own depth, which remains absolutely still.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The quality of your consciousness at this moment is what shapes the future — which, of course, can only be experienced as the Now.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“She believed I had 'done something' to her, but I had done nothing. Instead of asking what I had done to her, perhaps she should have asked what I had not done. I had not reacted, not confirmed the reality of her story, not fed her mind with more thought and her pain-body with more emotion. I had allowed her to experience whatever she was experiencing at that moment, and the power of allowing lies in noninterference, nondoing. Being present is always infinitely more powerful than anything one could say or do, although sometimes being present can give rise to words or actions.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“In a world of role-playing personalities, those few people who don't project a mind-made image -- and there are some even on TV, in the media, and the business world -- but function from the deeper core of their Being, those who do not attempt to appear more than they are but are simply themselves, stand out as remarkable and are the only ones who truly make a difference in this world. They are the bringers of the new consciousness. Whatever they do becomes empowered because it is in alignment with the purpose of the whole. Their influence, however, goes far beyond what they do, far beyond their function. Their mere presence -- simple, natural, unassuming -- has a transformational effect on whoever they come into contact with. When you don't play roles, it means there is no self (ego) in what you do. There is no secondary agenda: protection or strengthening of your self. As a result, your actions have far greater power. You are totally focused on the situation. You become one with it. You don't try to be anybody in particular. You are most powerful, most effective, when you are completely yourself. But don't try to be yourself. ... 'How can I be myself?' is, in fact, the wrong question. It implies you have to do something to be yourself. ... If you can be absolutely comfortable with not knowing who you are, then what's left is who you are -- the Being behind the human, a field of pure potentiality rather than something that is already defined. ... Whenever you interact with people, don't be there primarily as a function or a role, but as a field of conscious Presence.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Stay present, stay conscious. Be the ever-alert guardian of your inner space. You need to be present enough to be able to watch the pain-body directly and feel its energy. It then cannot control your thinking. The moment your thinking is aligned with the energy field of the pain-body, you are identified with it and again feeding it with your thoughts.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The greatest catalyst for change in a relationship is complete acceptance or your partner as he or she is, without needing to judge or change them in any way.That immediately takes you beyond ego. All mind games and all addictive clinging are then over. There are no victims and no perpetrators anymore, no accuser and accused. This is also the end of codependency, of being drawn into somebody else's unconscious pattern and thereby enabling it to continue. You will then either separate - in love - or move ever more deeply into the Now together - into Being. Can it be that simple? Yes, it is that simple.”",Eckhart Tolle
“What freedom to realize the voice in my head is not who I am. Who am I then? The one who noticed this.”,Eckhart Tolle
"“Certain things in the past didn’t go the way you wanted them to go. You are still resisting what happened in the past, and now you are resisting what is. Hope is what keeps you going, but hope keeps you focused on the future, and this continued focus perpetuates your denial of the Now and therefore your unhappiness.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The down cycle is absolutely essential for spiritual realization. You must have failed deeply on some level or experienced some deep loss or pain to be drawn to the spiritual dimension. Or perhaps your very success became empty and meaningless and so turned out to be failure. Failure lies concealed in every success, and success in every failure. In this world, which is to say on the level of form, everybody “fails” sooner or later, of course, and every achievement eventually comes to naught. All forms are impermanent.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Some people get angry when they hear me say that problems are illusions.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Problems are mind-made and need time to survive. They cannot survive in the actuality of the Now.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“The ego doesn’t know that mind and mental positions have nothing to do with who you are because the ego is the unobserved mind itself. In Zen they say: “Don’t seek the truth. Just cease to cherish opinions.” What does that mean? Let”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Be present as the watcher of your mind- of your thoughts and emotions as well as your reactions in various situations”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“A very common role is the one of victim, and the form of attention it seeks is sympathy or pity or others’ interest in my problems, “me and my story.” Seeing oneself as a victim is an element in many egoic patterns, such as complaining, being offended, outraged, and so on.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“In a true emergency, the mind stops; you become totally present in the Now, and something infinitely more powerful takes over.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“All negativity is caused by an accumulation of psychological time and denial of the present. Unease, anxiety, tension, stress, worry — all forms of fear — are caused by too much future, and not enough presence. Guilt, regret, resentment, grievances, sadness, bitterness, and all forms of nonforgiveness are caused by too much past, and not enough presence.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Your task is not to search for love but to find a portal through which love can enter.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“To do whatever is required of you in any situation without it becoming a role that you identify with is an essential lesson in the art of living that each one of us is here to learn. You become most powerful in whatever you do if the action is performed for its own sake rather than as a means to protect, enhance, or conform to your role identity.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“The present moment is as it is. Always. Can you let it be?”,"Eckhart Tolle,
  
    
      Stillness Speaks"
"“When you hate what you are doing, complain about your surroundings, curse things that are happening or have happened, or when your internal dialogue consists of shoulds and shouldn’ts, of blaming and accusing, then you are arguing with what is, arguing with that which is always already the case. You are making Life into an enemy and Life says, “War is what you want, and war is what you get.” External reality, which always reflects back to you your inner state, is then experienced as hostile.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“To be in alignment with what is means to be in a relationship of inner nonresistance with what happens. It means not to label it mentally as good or bad, but to let it be.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Death is a stripping away of all that is not you. The secret of life is to “die before you die” — and find that there is no death.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Ne tražite sreću. Ako je tražite, nećete je naći, jer je traženje suprotnostsreći. Sreća uvijek vješto izmiče, ali slobodu od nesreće možetepostići ovoga trenutka suočavajući se sa stvarnošću, umjesto da onjoj izmišljate priče.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Moreover, as long as you are identified with your mind, the ego runs your life, as I pointed out earlier. Because of its phantom nature, and despite elaborate defense mechanisms, the ego is very vulnerable and insecure, and it sees itself as constantly under threat. This, by the way, is the case even if the ego is outwardly very confident. Now remember that an emotion is the body’s reaction to your mind. What message is the body receiving continuously from the ego, the false, mind-made self? Danger, I am under threat. And what is the emotion generated by this continuous message? Fear, of course. Fear seems to have many causes. Fear of loss, fear of failure, fear of being hurt, and so on, but ultimately all fear is the ego’s fear of death, of annihilation. To the ego, death is always just around the corner. In this mind-identified state, fear of death affects every aspect of your life. For example, even such a seemingly trivial and “normal” thing as the compulsive need to be right in an argument and make the other person wrong — defending the mental position with which you have identified — is due to the fear of death. If you identify with a mental position, then if you are wrong, your mind-based sense of self is seriously threatened with annihilation. So you as the ego cannot afford to be wrong. To be wrong is to die. Wars have been fought over this, and countless relationships have broken down.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Avoidance of relationships in an attempt to avoid pain is not the answer either. The pain is there anyway. Three failed relationships in as many years are more likely to force you into awakening than three years on a desert island or shut away in your room. But if you could bring intense presence into your aloneness, that would work for you too.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Enlightenment means rising above thought.”,Eckhart Tolle
"“if you live in a culture that to a large extent equates self-worth with how much and what you have, if you cannot look through this collective delusion, you will be condemned to chasing after things for the rest of your life in the vain hope of finding your worth and completion of your sense of self there.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Why does the ego play roles? Because of one unexamined assumption, one fundamental error, one unconscious thought. That thought is: I am not enough. Other unconscious thoughts follow: I need to play a role in order to get what I need to be fully myself; I need to get more so that I can be more.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“You are the universe, expressing itself as a human for a little while.”",Eckhart Tolle
“The only actions that do not cause opposing reactions are those that are aimed at the good of all.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Listening to silence awakens the dimension of stillness within yourself, because it is only through stillness that you can be aware of silence.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“Neither God nor Being nor any other word can define or explain the ineffable reality behind the word, so the only important question is whether the word is a help or a hindrance in enabling you to experience That toward which it points.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Once you have decided you want the present moment to be your friend, it is up to you to make the first move: Become friendly toward it, welcome it no matter in what disguise it comes, and soon you will see the results. Life becomes friendly toward you; people become helpful, circumstances cooperative. One decision changes your entire reality. But that one decision you have to make again and again and again—until it becomes natural to live in such a way.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“Awareness means Presence, and only Presence can dissolve the unconscious past in you.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“You dissolve discord, heal pain, dispel unconsciousness — without doing anything — simply by being and holding that frequency of intense presence.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Instead of trying to be a mountain, teaches the ancient Tao Te Ching, “Be the valley of the universe.”4 In this way, you are restored to wholeness and so “all things will come to you.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Not to be able to stop thinking is a dreadful affliction, but we don't realise this because almost everybody is suffering from it, so it is considered normal. This incessant mental noise prevents you from finding that realm of inner stillness that is inseparable from Being. It also creates a false mind-made self that casts a shadow of fear and suffering.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“The realm of consciousness is much vaster than thought can grasp. When you no longer believe everything you think, you step out of thought and see clearly that the thinker is not who you are.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“Čak i kad je nebo prekriveno teškim oblacima, nije riječ o tomeda je Sunce nestalo. Sunce je još uvijek ondje, iza oblaka.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The monks walked on in silence. Five hours later, as they were approaching the lodging temple, Ekido couldn't restrain himself any longer. 'Why did you carry that girl across the road?' he asked. 'We monks are not supposed to do things like that.' 'I put the girl down hours ago,' said Tanzan. 'Are you still carrying her?”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The other more serious reason for the illusion of separateness is compulsive thinking. It is when we are trapped in incessant streams of compulsive thinking that the universe really disintegrates for us, and we lose the ability to sense the interconnectedness of all that exists.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“If there were nothing but thought in you, you wouldn’t even know you are thinking. You would be like a dreamer who doesn’t know he is dreaming.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“you made a mistake in the past and learn from it now, you are using clock time. On the other hand, if you dwell on it mentally, and self-criticism, remorse, or guilt come up, then you are making the mistake into “me” and “mine”: You make it part of your sense of self, and it has become psychological time, which is always linked to a false sense of identity.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Your primary task is not to seek salvation through creating a better world, but to awaken out of identification with form. You”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Silence is helpful, but you don't need it in order to find stillness. Even when there is noise, you can be aware of the stillness underneath the noise, of the space in which the noise arises. That is the inner space of pure awareness, consciousness itself. You can become aware of awareness as the background to all your sense perceptions, all your thinking. Becoming aware of awareness is the arising of inner stillness.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“Complaining and reactivity are favorite mind patterns through which the ego strengthens itself. For many people, a large part of their mentalemotional activity consists of complaining and reacting against this or that. By doing this, you make others or a situation “wrong” and yourself “right.” Through being “right,” you feel superior, and through feeling superior, you strengthen your sense of self. In reality, of course, you are only strengthening the illusion of ego. Can you observe those patterns within yourself and recognize the complaining voice in your head for what it is?”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“As long as you are identified with the mind, you have an externally derived sense of self. That is to say, you get your sense of who you are from things that ultimately have nothing to do with who you are: your social role, possessions, external appearance, successes and failures, belief systems, and so on.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“All life-forms need obstacles and challenges in order to evolve.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“You are cut off from Being as long as your mind takes up all your attention. When this happens — and it happens continuously for most people — you are not in your body. The mind absorbs all your consciousness and transforms it into mind stuff. You cannot stop thinking. Compulsive thinking has become a collective disease.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Love is a deep empathy with the other's ""Beingness.""You recognize yourself, your essence, in the other.And so you can no longer inflict suffering on the other”","Eckhart Tolle,
  
    
      Guardians of Being"
"“If you cannot be at ease with yourself when you are alone, you will seek a relationship to cover up your unease. You can be sure that the unease will then reappear in some other form within the relationship, and you will probably hold your partner responsible for it.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“Look at a tree, a flower, a plant. Let your awareness rest upon it. How still it is, how deeply rooted in Being. Allow nature to teach you stillness.”","Eckhart Tolle,
  
    
      Guardians of Being"
"“The unchecked striving for more, for endless growth, is a dysfunction and a disease. It is the same dysfunction the cancerous cell manifests, whose only goal is to multiply itself, unaware that it is bringing about its own destruction by destroying the organism of which it is a part.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Only through awareness can you see the totality of the situation or person instead of adopting one limited perspective.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Artistic creation, sports, dance, teaching, counseling — mastery in any field of endeavor implies that the thinking mind is either no longer involved at all or at least is taking second place. A power and intelligence greater than you and yet one with you in essence takes over. There is no decision-making process anymore; spontaneous right action happens, and “you” are not doing it. Mastery of life is the opposite of control. You become aligned with the greater consciousness. It acts, speaks, does the works.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“All negativity is caused by an accumulation of psychological time and denial of the present. Unease, anxiety, tension, stress, worry — all forms of fear — are caused by too much future, and not enough presence. Guilt, regret, resentment, grievances, sadness, bitterness, and all forms of nonforgiveness are caused by too much past, and not enough”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“To relinquish judgment does not mean that you do not recognize dysfunction and unconsciousness when you see it. It means ""being the knowing"" rather than ""being the reaction'' and the judge. You will then either be totally free of reaction or you may react and still be the knowing, the space in which the reaction is watched and allowed to be. Instead of fighting the darkness, you bring in the light. Instead of reacting to delusion, you see the delusion yet at the same time look through it. Being the knowing creates a clear space of loving presence that allows all things and all people to be as they are.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“There is the dream, and there is the dreamer of the dream. The dream is a short-lived play of forms. It is the world -- relatively real but not absolutely real. Then there is the dreamer, the absolute reality in which the forms come and go. The dreamer is not the person. The person is part of the dream. The dreamer is the substratum in which the dream appears, that which makes the dream possible. It is the absolute behind the relative, the timeless behind time, the consciousness in and behind form. The dreamer is consciousness itself -- who you are.To awaken within the dream is our purpose now. When we are awake within the dream, the ego-created earth-drama comes to an end and a more benign and wondrous dream arises. This is the new earth.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Blessed are the poor in spirit,” Jesus said, “for theirs will be the kingdom of heaven.”1 What does “poor in spirit” mean? No inner baggage, no identifications. Not with things, nor with any mental concepts that have a sense of self in them. And what is the “kingdom of heaven”? The simple but profound joy of Being that is there when you let go of identifications and so become “poor in spirit.” This is why renouncing all possessions has been an ancient spiritual practice in both East and West.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The ego’s needs are endless. It feels vulnerable and threatened and so lives in a state of fear and want. Once you know how the basic dysfunction operates, there is no need to explore all its countless manifestations, no need to make it into a complex personal problem. The ego, of course, loves that. It is always seeking for something to attach itself to in order to uphold and strengthen its illusory sense of self, and it will readily attach itself to your problems. This is why, for so many people, a large part of their sense of self is intimately connected with their problems. Once this has happened, the last thing they want is to become free of them; that would mean loss of self. There can be a great deal of unconscious ego investment in pain and suffering.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Are you polluting the world or cleaning up the mess? You are responsible for your inner space; nobody else is, just as you are responsible for the planet. As within, so without: If humans clear inner pollution, then they will also cease to create outer pollution.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“I have seen everything that is done under the sun, and behold, all is vanity and a striving after wind.” When you reach this point, you are one step away from despair — and one step away from enlightenment.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“In essence, you are neither inferior nor superior to anyone. True self-esteem and true humility arise out of that realization”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
“Being must be felt. It can’t be thought.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“I have also met many others who may be technically good at what they do but whose ego constantly sabotages their work. Only part of their attention is on the work they perform; the other part is on themselves. Their ego demands personal recognition and wastes energy in resentment if it doesn’t get enough—and it’s never enough. “Is someone else getting more recognition than me?” Or their main focus of attention is profit or power, and their work is no more than a means to that end. When work is no more than a means to an end, it cannot be of high quality.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“The thinking mind is a useful and powerful tool, but it is also very limiting when it takes over your life completely, when you don't realize that it is only a small aspect of the consciousness that you are.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“Prejudice of any kind implies that you are identified with the thinking mind. It means you don't see the other human being anymore, but only your own concept of that human being. To reduce the aliveness of another human being to a concept is already a form of violence.”","Eckhart Tolle,
  
    
      Stillness Speaks"
"“Many people are so imprisoned in their minds that the beauty of nature does not really exist for them. They might say, “What a pretty flower,” but that’s just a mechanical mental labeling. Because they are not still, not present, they don’t truly see the flower, don’t feel its essence, its holiness — just as they don’t know themselves, don’t feel their own essence, their own holiness.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“When you don’t cover up the world with words and labels, a sense of the miraculous returns to your life that was lost a long time ago when humanity, instead of using thought, became possessed by thought. A”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“There are many people who are always waiting for the next thing to react against, to feel annoyed or disturbed about—and it never takes long before they find it. “This is an outrage,” they say. “How dare you….” “I resent this.” They are addicted to upset and anger as others are to a drug. Through reacting against this or that they assert and strengthen their feeling of self.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“U prošlosti se nikada nije dogodilo ništa što bi vas moglo spriječitida sada ne budete prisutni. A ako vas prošlost ne može spriječiti dasada budete prisutni, kakvu onda moć uopće posjeduje?”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“[F]or so many people, a large part of their sense of self is intimately connected with their problems. Once this has happened, the last thing they want is to become free of them; that would mean loss of self.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“As long as part of your sense of self is invested in your emotional pain, you will unconsciously resist or sabotage every attempt that you make to heal that pain.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Violence is a primitive but still very widespread way in which the ego attempts to assert itself, to prove itself right and another wrong.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“they also strengthen the ego in another way by giving it a feeling of superiority on which it thrives. It may not be immediately apparent how complaining, say, about a traffic jam, about politicians, about the “greedy wealthy” or the “lazy unemployed,” or your colleagues or ex-spouse, men or women, can give you a sense of superiority. Here is why. When you complain, by implication you are right and the person or situation you complain about or react against is wrong.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
